epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
39,9501.32,1.58957,2.26342,0.02166,0.99871,7.84141,0.4915,0.41182,0.41733,0.25448,1.54185,1.91351,0.02626,0,0,7.8414,0,7.8414,0,0.0394453,0.104396,3.11066,3.11066,0,1,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,9747.75,1.59194,2.25326,0.02154,0.99885,7.86605,0.50459,0.40848,0.4255,0.26175,1.52955,1.89046,0.02594,0,0,7.86604,0,7.86604,0,0.0395695,0.104982,3.11066,3.11066,0,1,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,9990.13,1.58444,2.24255,0.0214,0.99878,7.83741,0.51201,0.41344,0.42871,0.26246,1.5354,1.87815,0.02604,0,0,7.8374,0,7.8374,0,0.0394254,0.105053,3.11066,3.11066,0,1,0.00901,0.00901,0.00901,0.004505,0.01802
42,10235.3,1.59908,2.23549,0.02139,0.9988,7.82962,0.51895,0.41814,0.43768,0.26795,1.52941,1.86779,0.02587,0,0,7.82962,0,7.82962,0,0.0393868,0.10492,3.11066,3.11066,0,1,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,10479.6,1.57917,2.21987,0.02132,0.99914,7.77918,0.52647,0.42148,0.43917,0.26927,1.51656,1.86134,0.02563,0,0,7.77918,0,7.77918,0,0.0391328,0.105252,3.11066,3.11066,0,1,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,10720.9,1.57641,2.20973,0.02125,0.99902,7.77859,0.5195,0.43253,0.44492,0.27504,1.5137,1.83985,0.02556,0,0,7.77859,0,7.77859,0,0.0391306,0.105639,3.11066,3.11066,0,1,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,10967.4,1.57257,2.19921,0.02113,0.99883,7.75725,0.53969,0.42923,0.4506,0.27859,1.51169,1.8367,0.02552,0,0,7.75725,0,7.75725,0,0.0390209,0.105668,3.11066,3.11066,0,1,0.008911,0.008911,0.008911,0.0044555,0.017822
46,11207.5,1.56874,2.18895,0.02123,0.99916,7.73624,0.53005,0.43478,0.45503,0.28234,1.50494,1.82636,0.02535,0,0,7.73624,0,7.73624,0,0.03892,0.105727,3.11066,3.11066,0,1,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,11449.3,1.57195,2.17418,0.02104,0.99885,7.72459,0.53213,0.43255,0.45934,0.28604,1.49836,1.81612,0.02518,0,0,7.72459,0,7.72459,0,0.0388579,0.106225,3.11066,3.11066,0,1,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,11691.5,1.56376,2.18416,0.02093,0.99921,7.6978,0.5363,0.4391,0.4636,0.28855,1.49683,1.81345,0.02514,0,0,7.69779,0,7.69779,0,0.0387273,0.105773,3.11066,3.11066,0,1,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,11932.1,1.56683,2.16313,0.02101,0.99925,7.68142,0.55205,0.4365,0.46616,0.29023,1.49605,1.8028,0.02511,0,0,7.68142,0,7.68142,0,0.0386474,0.106178,3.11066,3.11066,0,1,0.008812,0.008812,0.008812,0.004406,0.017624
50,12176.2,1.5645,2.14843,0.02093,0.99918,7.72551,0.54166,0.44328,0.46935,0.29235,1.49502,1.79428,0.02505,0,0,7.72551,0,7.72551,0,0.0388641,0.107202,3.11066,3.11066,0,1,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,12418.8,1.55846,2.15281,0.02087,0.9993,7.65392,0.5405,0.45243,0.47393,0.29565,1.49324,1.78226,0.025,0,0,7.65392,0,7.65392,0,0.0385048,0.106093,3.11066,3.11066,0,1,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,12666.2,1.5627,2.13835,0.0209,0.99921,7.65375,0.54406,0.45538,0.47738,0.29869,1.49104,1.77204,0.02495,0,0,7.65375,0,7.65375,0,0.0385012,0.106439,3.11066,3.11066,0,1,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,12910.7,1.55,2.13324,0.02073,0.99911,7.6505,0.54285,0.45817,0.4794,0.30053,1.48762,1.763,0.02487,0,0,7.6505,0,7.6505,0,0.0384858,0.106887,3.11066,3.11066,0,1,0.008713,0.008713,0.008713,0.0043565,0.017426
54,13162.3,1.54979,2.12331,0.02068,0.99931,7.62349,0.56495,0.45335,0.48341,0.30334,1.483,1.75603,0.02479,0,0,7.62349,0,7.62349,0,0.0383527,0.107026,3.11066,3.11066,0,1,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,13406.3,1.54704,2.1221,0.02068,0.99938,7.63167,0.56592,0.45525,0.4859,0.30527,1.47976,1.75373,0.02471,0,0,7.63167,0,7.63167,0,0.038394,0.107106,3.11066,3.11066,0,1,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,13651.3,1.54794,2.10939,0.02073,0.99932,7.58433,0.56438,0.4541,0.48844,0.30713,1.4747,1.75185,0.02457,0,0,7.58433,0,7.58433,0,0.0381541,0.106845,3.11066,3.11066,0,1,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,13894.1,1.53364,2.10204,0.02045,0.99938,7.57614,0.56194,0.45669,0.48893,0.30805,1.47283,1.74767,0.02454,0,0,7.57614,0,7.57614,0,0.0381102,0.107324,3.11066,3.11066,0,1,0.008614,0.008614,0.008614,0.004307,0.017228
58,14138.5,1.53,2.0919,0.02049,0.99957,7.58549,0.56535,0.45973,0.4907,0.3096,1.47048,1.74199,0.02449,0,0,7.58549,0,7.58549,0,0.0381619,0.107787,3.11066,3.11066,0,1,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,14386.2,1.53661,2.09473,0.02046,0.99933,7.5465,0.56206,0.4663,0.49292,0.3111,1.46914,1.73522,0.02445,0,0,7.5465,0,7.5465,0,0.0379633,0.107003,3.11066,3.11066,0,1,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,14629.6,1.54063,2.08144,0.02045,0.99962,7.55678,0.57076,0.46081,0.49438,0.31238,1.46676,1.73107,0.02441,0,0,7.55678,0,7.55678,0,0.0380182,0.107733,3.11066,3.11066,0,1,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,14875.4,1.54155,2.07094,0.02056,0.99939,7.52369,0.56948,0.46579,0.49653,0.3149,1.46354,1.72664,0.02432,0,0,7.52369,0,7.52369,0,0.0378507,0.10739,3.11066,3.11066,0,1,0.008515,0.008515,0.008515,0.0042575,0.01703
62,15123.3,1.53253,2.06978,0.02033,0.99939,7.53173,0.56886,0.46695,0.49928,0.31675,1.4619,1.72069,0.02429,0,0,7.53173,0,7.53173,0,0.0378892,0.107841,3.11066,3.11066,0,1,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,15370.9,1.52984,2.06909,0.02027,0.99945,7.52882,0.57,0.47071,0.50129,0.31888,1.45935,1.71652,0.02421,0,0,7.52882,0,7.52882,0,0.037874,0.107805,3.11066,3.11066,0,1,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,15614.4,1.53826,2.05922,0.02032,0.99945,7.51048,0.56371,0.47265,0.50283,0.32049,1.45939,1.71015,0.0242,0,0,7.51048,0,7.51048,0,0.0377815,0.107658,3.11066,3.11066,0,1,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,15863.4,1.52349,2.05149,0.02035,0.99979,7.48248,0.57718,0.46777,0.5048,0.3217,1.45649,1.70764,0.02414,0,0,7.48248,0,7.48248,0,0.0376443,0.107801,3.11066,3.11066,0,1,0.008416,0.008416,0.008416,0.004208,0.016832
66,16109.4,1.52816,2.04371,0.02025,0.99947,7.47126,0.57429,0.47227,0.50656,0.32304,1.45541,1.70342,0.02412,0,0,7.47126,0,7.47126,0,0.0375846,0.10773,3.11066,3.11066,0,1,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,16354.6,1.52356,2.03703,0.02024,0.99965,7.50293,0.57399,0.47297,0.50768,0.32403,1.4533,1.70133,0.02407,0,0,7.50293,0,7.50293,0,0.037745,0.108477,3.11066,3.11066,0,1,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,16599.9,1.52275,2.02897,0.02016,0.99949,7.46307,0.58514,0.46777,0.50847,0.32522,1.45158,1.6983,0.02404,0,0,7.46308,0,7.46308,0,0.0375409,0.108332,3.11066,3.11066,0,1,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,16840.5,1.51319,2.02699,0.02017,0.99963,7.48283,0.57568,0.47566,0.50955,0.32634,1.44918,1.69609,0.02397,0,0,7.48283,0,7.48283,0,0.0376468,0.108941,3.11066,3.11066,0,1,0.008317,0.008317,0.008317,0.0041585,0.016634
70,17085.9,1.51867,2.02331,0.02023,0.99952,7.47588,0.58219,0.47272,0.5107,0.32735,1.44784,1.69235,0.02394,0,0,7.47587,0,7.47587,0,0.0376072,0.108687,3.11066,3.11066,0,1,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,17329.7,1.51907,2.02091,0.02015,0.99965,7.44138,0.57767,0.47724,0.51263,0.32843,1.44728,1.68913,0.02393,0,0,7.44139,0,7.44139,0,0.0374351,0.108322,3.11066,3.11066,0,1,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,17577.5,1.50817,2.01219,0.02001,0.99975,7.4436,0.57885,0.47743,0.51369,0.32962,1.4452,1.6863,0.02388,0,0,7.4436,0,7.4436,0,0.0374502,0.108886,3.11066,3.11066,0,1,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,17821.6,1.51938,2.01379,0.02008,0.99944,7.42987,0.57738,0.48103,0.51542,0.33083,1.44311,1.68452,0.02383,0,0,7.42987,0,7.42987,0,0.0373777,0.108323,3.11066,3.11066,0,1,0.008218,0.008218,0.008218,0.004109,0.016436
74,18070.1,1.51151,2.00831,0.01995,0.99983,7.39134,0.57652,0.48104,0.51651,0.33204,1.4418,1.6829,0.0238,0,0,7.39134,0,7.39134,0,0.0371859,0.108227,3.11066,3.11066,0,1,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,18314.7,1.51121,2.00292,0.02006,0.99968,7.39781,0.57747,0.48218,0.51743,0.33287,1.44107,1.67949,0.02378,0,0,7.3978,0,7.3978,0,0.0372177,0.108466,3.11066,3.11066,0,1,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,18562.7,1.515,2.00475,0.01991,0.99973,7.38969,0.58217,0.48263,0.51811,0.33353,1.44066,1.67632,0.02375,0,0,7.38969,0,7.38969,0,0.0371751,0.108346,3.11066,3.11066,0,1,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,18804.7,1.50435,1.984,0.01985,0.99968,7.39199,0.58431,0.48268,0.51919,0.33447,1.44058,1.67345,0.02373,0,0,7.39199,0,7.39199,0,0.0371867,0.109079,3.11066,3.11066,0,1,0.008119,0.008119,0.008119,0.0040595,0.016238
78,19048.6,1.50327,1.97858,0.01992,0.99962,7.38086,0.58576,0.48423,0.51991,0.33524,1.44052,1.67005,0.02374,0,0,7.38085,0,7.38085,0,0.0371297,0.109313,3.11066,3.11066,0,1,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,19293.2,1.50267,1.99087,0.0199,0.99974,7.40586,0.58658,0.48433,0.52109,0.33617,1.43965,1.66801,0.02371,0,0,7.40586,0,7.40586,0,0.0372573,0.109088,3.11066,3.11066,0,1,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,19534.1,1.50232,1.97923,0.01985,0.99983,7.36503,0.59303,0.48238,0.52189,0.33674,1.43851,1.66667,0.02368,0,0,7.36503,0,7.36503,0,0.03705,0.109118,3.11066,3.11066,0,1,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,19778.1,1.50335,1.97132,0.01979,0.99961,7.40276,0.59268,0.48376,0.52286,0.33751,1.43782,1.66437,0.02366,0,0,7.40275,0,7.40275,0,0.0372392,0.10997,3.11066,3.11066,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
82,20018.7,1.49167,1.97038,0.01983,0.99981,7.34136,0.5985,0.48328,0.52374,0.33835,1.43677,1.6623,0.02364,0,0,7.34136,0,7.34136,0,0.0369311,0.109005,3.11066,3.11066,0,1,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,20267,1.49858,1.96882,0.01975,0.99981,7.38005,0.59877,0.4841,0.52467,0.33902,1.43507,1.66104,0.02359,0,0,7.38005,0,7.38005,0,0.0371246,0.109567,3.11066,3.11066,0,1,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,20511.6,1.49502,1.96378,0.01971,0.99961,7.36097,0.59753,0.48545,0.52548,0.33989,1.43397,1.65956,0.02357,0,0,7.36098,0,7.36098,0,0.037032,0.109612,3.11066,3.11066,0,1,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,20759.8,1.50628,1.95209,0.01973,0.9998,7.33585,0.59924,0.48555,0.52627,0.34075,1.43375,1.65678,0.02357,0,0,7.33585,0,7.33585,0,0.0369057,0.109257,3.11066,3.11066,0,1,0.007921,0.007921,0.007921,0.0039605,0.015842
86,21006.2,1.50114,1.94834,0.01975,0.99987,7.31814,0.60252,0.4858,0.52715,0.3415,1.43325,1.6545,0.02353,0,0,7.31814,0,7.31814,0,0.0368168,0.10934,3.11066,3.11066,0,1,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,21253.3,1.49233,1.95141,0.0197,0.99973,7.33064,0.60415,0.48273,0.52793,0.34227,1.43225,1.65196,0.02351,0,0,7.33064,0,7.33064,0,0.0368791,0.109534,3.11066,3.11066,0,1,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,21499.4,1.47878,1.94465,0.0196,0.99981,7.32505,0.60147,0.48598,0.52848,0.3431,1.43073,1.65028,0.02348,0,0,7.32505,0,7.32505,0,0.036849,0.109918,3.11066,3.11066,0,1,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,21747.1,1.48984,1.93803,0.0196,0.99992,7.30897,0.60328,0.48479,0.52951,0.34406,1.42967,1.64741,0.02346,0,0,7.30896,0,7.30896,0,0.036769,0.109741,3.11066,3.11066,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
90,21997.3,1.49369,1.94335,0.01975,0.99974,7.31057,0.60664,0.48553,0.53048,0.34487,1.42907,1.64498,0.02343,0,0,7.31057,0,7.31057,0,0.0367795,0.109396,3.11066,3.11066,0,1,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,22242.1,1.48871,1.94226,0.01969,0.99963,7.30338,0.60612,0.4862,0.53096,0.34535,1.42899,1.64218,0.02343,0,0,7.30338,0,7.30338,0,0.0367414,0.109545,3.11066,3.11066,0,1,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,22490.8,1.48433,1.93016,0.01955,0.99991,7.30651,0.60714,0.48829,0.532,0.34604,1.42708,1.64122,0.0234,0,0,7.30651,0,7.30651,0,0.0367539,0.110109,3.11066,3.11066,0,1,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,22735.6,1.48235,1.92761,0.01961,0.99987,7.26255,0.60869,0.487,0.53296,0.34679,1.42511,1.6402,0.02336,0,0,7.26255,0,7.26255,0,0.0365341,0.10958,3.11066,3.11066,0,1,0.007723,0.007723,0.007723,0.0038615,0.015446
94,22982.6,1.49403,1.93175,0.01955,0.99994,7.27656,0.60507,0.48909,0.53366,0.34739,1.42452,1.63885,0.02334,0,0,7.27656,0,7.27656,0,0.0366061,0.109177,3.11066,3.11066,0,1,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,23225.3,1.47668,1.91754,0.01942,0.9998,7.25491,0.60464,0.49071,0.5347,0.3481,1.42335,1.63581,0.02332,0,0,7.25491,0,7.25491,0,0.0364997,0.110013,3.11066,3.11066,0,1,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,23469.5,1.48145,1.91391,0.01946,0.99991,7.27967,0.60612,0.48967,0.53541,0.34864,1.42183,1.6344,0.02329,0,0,7.27967,0,7.27967,0,0.0366199,0.110154,3.11066,3.11066,0,1,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
